filename,exercise_name,ip,frame_number,person_id,box_width,box_height,box_area,confidence,nose_x,nose_y,nose_confidence,left_eye_x,left_eye_y,left_eye_confidence,right_eye_x,right_eye_y,right_eye_confidence,left_ear_x,left_ear_y,left_ear_confidence,right_ear_x,right_ear_y,right_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
squats_1.mp4,squats_1,unknown,39,0,68.1336,112.682,7677.46,0.915711,270.859,100.026,0.587887,310.095,100.026,0.679805,270.859,100.026,0.645366,388.567,100.026,0.616384,270.859,100.026,0.546354,506.274,147.474,0.944039,192.386,171.198,0.930579,623.983,266.095,0.90378,74.6783,289.819,0.909297,467.039,289.819,0.872433,153.151,289.819,0.79349,427.803,360.991,0.7254,192.386,360.991,0.787124,506.274,432.163,0.906205,153.151,432.163,0.887773,506.274,574.508,0.935066,113.914,574.508,0.890319
squats_1.mp4,squats_1,unknown,40,0,68.1336,96.9593,6606.19,0.9198,308.701,136.518,0.56418,308.701,108.947,0.648095,269.465,108.947,0.628874,347.937,108.947,0.492938,230.229,108.947,0.394168,465.646,136.518,0.90669,151.757,164.09,0.882558,583.354,274.375,0.8021,34.0489,274.375,0.849999,465.646,274.375,0.698055,151.757,301.946,0.776028,387.174,301.946,0.616263,190.993,301.946,0.711576,465.646,384.66,0.7676,112.521,384.66,0.675318,426.41,550.087,0.920211,112.521,550.087,0.844785
squats_1.mp4,squats_1,unknown,41,0,65.5131,86.4772,5665.39,0.889429,269.376,147.021,0.679684,310.181,116.107,0.543565,269.376,116.107,0.532652,350.986,85.1941,0.498334,228.57,116.107,0.374038,473.403,147.021,0.918392,146.959,147.021,0.864551,595.82,270.674,0.833204,24.5426,301.587,0.824837,473.403,270.674,0.627662,146.959,270.674,0.74741,391.792,301.587,0.636332,187.764,332.5,0.593223,473.403,394.327,0.72152,106.154,394.327,0.674348,473.403,517.979,0.852606,106.154,548.893,0.805556
squats_1.mp4,squats_1,unknown,42,0,68.1336,86.4772,5892,0.866816,291.677,145.801,0.815863,330.913,145.801,0.736617,291.677,114.888,0.655371,370.149,114.888,0.474748,252.441,114.888,0.53253,487.857,145.801,0.930821,213.205,145.801,0.845997,605.565,269.454,0.850181,95.4967,300.367,0.886439,487.857,269.454,0.739164,173.969,269.454,0.746622,409.385,331.28,0.624812,213.205,331.28,0.596194,487.857,393.107,0.711576,134.733,393.107,0.601893,487.857,547.673,0.883225,134.733,547.673,0.806708
squats_1.mp4,squats_1,unknown,43,0,68.1336,94.3388,6427.64,0.912162,311.488,139.917,0.654461,311.488,111.58,0.620325,272.252,111.58,0.615535,350.724,111.58,0.503851,233.016,111.58,0.342934,429.196,139.917,0.884196,154.544,168.254,0.878739,586.14,253.265,0.862853,36.8352,309.94,0.898141,507.668,281.603,0.842905,115.308,281.603,0.753776,389.96,338.277,0.60347,193.779,338.277,0.639,507.668,394.951,0.736921,115.308,394.951,0.572123,468.432,536.637,0.905174,115.308,536.637,0.834053
squats_1.mp4,squats_1,unknown,44,0,70.7541,110.062,7787.33,0.906268,330.359,135.414,0.262112,330.359,111.125,0.297824,330.359,111.125,0.346026,368.142,86.8359,0.366459,292.576,86.8359,0.364459,481.491,135.414,0.878435,179.228,135.414,0.907478,557.056,256.859,0.87892,65.8793,256.859,0.796522,519.273,281.148,0.799493,179.228,281.148,0.868492,405.925,329.726,0.758505,217.011,329.726,0.766388,481.491,426.881,0.888682,179.228,426.881,0.832719,481.491,548.326,0.916937,141.445,548.326,0.878314
squats_1.mp4,squats_1,unknown,45,0,68.1336,117.924,8034.55,0.920402,335.711,124.692,0.360154,335.711,102.022,0.403263,296.475,102.022,0.420725,414.183,79.3527,0.336022,257.239,79.3527,0.287335,492.655,124.692,0.863277,178.767,124.692,0.87692,610.363,238.04,0.920393,61.0585,260.71,0.921848,571.127,328.719,0.817197,139.531,328.719,0.845452,414.183,306.05,0.727219,218.003,306.05,0.824534,492.655,419.398,0.896504,178.767,442.068,0.83763,492.655,555.417,0.896201,178.767,578.086,0.886318
squats_1.mp4,squats_1,unknown,46,0,62.8925,133.647,8405.38,0.89003,332.325,92.8691,0.408174,374.831,92.8691,0.531439,332.325,72.8664,0.48257,417.336,72.8664,0.297339,247.314,72.8664,0.405991,502.348,132.874,0.912147,162.302,132.874,0.882013,587.359,232.888,0.91057,77.2909,232.888,0.966049,629.865,332.901,0.895473,77.2909,332.901,0.88274,417.336,312.899,0.693993,162.302,312.899,0.80695,502.348,452.917,0.924698,162.302,452.917,0.915118,502.348,572.933,0.90572,162.302,572.933,0.890562
squats_1.mp4,squats_1,unknown,47,0,62.8925,133.647,8405.38,0.917154,382.711,110.899,0.510218,382.711,90.8967,0.49797,340.205,90.8967,0.564665,425.217,70.894,0.254836,297.7,70.894,0.455103,510.228,130.902,0.911055,212.688,130.902,0.923121,595.24,210.913,0.904386,85.1713,210.913,0.91342,595.24,310.926,0.900324,42.6654,310.926,0.879406,425.217,330.929,0.754443,212.688,330.929,0.756929,510.228,450.945,0.927062,212.688,450.945,0.915967,467.722,550.958,0.896079,170.183,550.958,0.887409
squats_1.mp4,squats_1,unknown,48,0,65.5131,138.888,9098.96,0.92377,343.421,94.303,0.58722,384.227,94.303,0.600741,343.421,94.303,0.619173,425.032,75.0551,0.350028,302.616,75.0551,0.386407,506.643,132.799,0.932944,221.005,113.551,0.892805,588.254,229.038,0.908266,98.5888,209.79,0.911904,629.06,306.029,0.904143,57.7831,325.277,0.913178,425.032,325.277,0.795794,221.005,325.277,0.778817,465.838,460.012,0.861459,180.2,460.012,0.93064,506.643,575.5,0.882619,139.394,556.252,0.879951
